Domanda,Testo,Stralcio,Repertorio
,,"che richiede un intenso input per ciascun studente, a causa della gestione di un gran numero di studenti. ",CAUSA
,,"Molte tecniche risultano più realistiche se utilizzate in speciali settings educativi, ",CAUSA
,,"dove le dimensioni della classe sono più piccole in modo che l’insegnante si trovi in una posizione migliore per fornire un feedback e un rinforzo immediati al
bambino (Abramowitz et al., 1992), o in situazioni dove un sostegno alla classe è disponibile.",CONFERMA 
,,"Anche DuPaul e Power individuano alcune strategie mediate dagli insegnanti (DuPaul & Power,
2000). ",COMMENTO 
,,"Secondo gli autori gli insegnanti possono modificare il comportamento e il rendimento dello
studente in due modi, ",POSSIBILITA 
,,"cioè possono modificare i metodi d’insegnamento e di valutazione o possono
manipolare le conseguenze dei comportamenti desiderabili o indesiderabili. ",SPECIFICAZIONE 
,,"Nel primo caso, questi
autori si focalizzano sul fatto che l’attenzione e l’apprendimento dello studente sono molto
influenzati dalla combinazione delle sue abilità con il livello di difficoltà dei materiali didattici.
",CAUSA
,,"Perciò i materiali didattici devono essere adattati, né troppo semplici, né troppo difficili, in modo da
far aumentare i risultati.",PRESCRIZIONE 
,," Infatti, dal momento che gli studenti riescono a mantenere a lungo
l’attenzione solo se le richieste vengono poste in modo originale, ",CONFERMA
,,"lo span attentivo e l’iperattività
migliorano se i compiti richiedono una risposta attiva, di movimento, e prevedono un sistema di
feedback immediato. ",CAUSA
,,"E’ molto utile insegnare loro un modo strutturato di prendere appunti ed
insegnare ad utilizzare un PC o a far uso di registrazioni. ",SANCIRE 
,,"Nel secondo caso, anche questi autori
sottolineano l’importanza di lodare i comportamenti positivi ed ignorare quelli negativi attraverso
rinforzi concreti o punti.
",SANCIRE 
,,"All’interno della classe si possono indirizzare anche i coetanei ad utilizzare alcune strategie
di tutoring o di apprendimento cooperativo (DuPaul & Power, 2000). Un compagno può rivestire il ruolo di tutor, oppure può mediare (per gli adolescenti) con altri ragazzi o con degli adulti.",POSSIBILITA 
,,"Nella scelta del tutoring, due ragazzi lavorano insieme, uno fa da supporto all’altro. ",SPECIFICAZIONE 
,,"Questo risulta utile
perché il lavoro è uno a uno, c’è sempre un feedback e la possibilità di rivedere le parti non capite.
",CAUSA
,,"Ad esempio i ragazzi possono dividersi in coppie e fare a turno da tutor su compiti definiti, mentre
gli insegnanti controllano e danno punti e premi. ",POSSIBILITA 
Il testo come descrive le caratteristiche cliniche del disturbo da deficit dell’attenzione/iperattività?,"La Sindrome da Deficit di Attenzione ed Iperattività è una patologia neuropsichiatrica che insorge nei bambini in età evolutiva. L’ADHD consiste in un disturbo dello sviluppo neuropsichico del bambino e dell’adolescente, caratterizzato da iperattività, impulsività, incapacità a concentrarsi che si manifesta generalmente prima dei 7 anni d’età. La sindrome è stata descritta clinicamente e definita nei criteri diagnostici e terapeutici soprattutto dagli psichiatri e pediatri statunitensi nel “Diagnostic and Statistic Manual of Mental Disorders”, il manuale pubblicato dalla American Psychiatric Association (APA 1994) utilizzato come referenza psichiatrica a livello internazionale (DSM-IV). Secondo il DSM-IV (1), l’ADHD è caratterizzato da due gruppi di sintomi definibili come inattenzione e impulsività/iperattività.","La Sindrome da Deficit di Attenzione ed Iperattività è una patologia neuropsichiatrica che insorge nei bambini in età evolutiva. L’ADHD consiste in un disturbo dello sviluppo neuropsichico del bambino e dell’adolescente, caratterizzato da iperattività, impulsività, incapacità a concentrarsi che si manifesta generalmente prima dei 7 anni d’età.// ",SANCIRE 
,,"La sindrome è stata descritta clinicamente e definita nei criteri diagnostici e terapeutici soprattutto dagli psichiatri e pediatri statunitensi nel “Diagnostic and Statistic Manual of Mental Disorders”,// il manuale pubblicato dalla American Psychiatric Association (APA 1994) utilizzato come referenza psichiatrica a livello internazionale (DSM-IV)//.",DESCRIZIONE 
,,"Secondo il DSM-IV (1), l’ADHD è caratterizzato da due gruppi di sintomi definibili come inattenzione e impulsività/iperattività.",SANCIRE 
,"L’eziologia di questa sindrome non è ancora ben definita. La maggior parte degli studi ha dimostrato
che l’ADHD è correlata a disturbi della neurotrasmissione (dopamina e, più marginalmente, noradrenalina).
Studi delle neuroimmagini hanno dimostrato che nei pazienti affetti da ADHD alcune aree del cervello sono di
dimensioni ridotte e altre più sviluppate del normale. In uno di questi studi si è evidenziato che i parametri
presi in considerazione si erano normalizzati nei bambini sottoposti a trattamento sia farmacologico che
psico-comportamentale rispetto a quelli che non avevano ricevuto nessun tipo di trattamento. Ulteriori studi
hanno dimostrato che l’ADHD ha una componente genetica, anche se non è chiaro come avvenga la
trasmissione dei fattori genetici ed il loro peso nell’insorgenza del disturbo.","L’eziologia di questa sindrome non è ancora ben definita. La maggior parte degli studi  ha dimostrato
che l’ADHD è correlata a disturbi della neurotrasmissione (dopamina e, più marginalmente, noradrenalina).
Studi delle neuroimmagini hanno dimostrato che nei pazienti affetti da ADHD alcune aree del cervello sono di
dimensioni ridotte e altre più sviluppate del normale. ",SANCIRE 
,,"In uno di questi studi si è evidenziato che i parametri
presi in considerazione si erano normalizzati nei bambini sottoposti a trattamento sia farmacologico che
psico-comportamentale rispetto a quelli che non avevano ricevuto nessun tipo di trattamento. ",SPECIFICAZIONE 
,,"Ulteriori studi
hanno dimostrato che l’ADHD ha una componente genetica",SANCIRE 
,,", anche se non è chiaro come avvenga la
trasmissione dei fattori genetici ed il loro peso nell’insorgenza del disturbo.  ",RIDIMENSIONAMENTO 
,"L’ADHD è un disturbo duraturo ma non permanente con un picco di prevalenza in età scolare. Tuttavia, se
non trattato, il disturbo può compromettere numerose aree dello sviluppo psichico e sociale del bambino,
predisponendolo ad altre patologie psichiatriche e/o disagio sociale nelle successive età della vita come
depressione, alcolismo, tossicodipendenza, disturbo antisociale della personalità",L’ADHD è un disturbo duraturo ma non permanente con un picco di prevalenza in età scolare.,SANCIRE 
,,"Tuttavia, se
non trattato, il disturbo può compromettere numerose aree dello sviluppo psichico e sociale del bambino,
predisponendolo ad altre patologie psichiatriche e/o disagio sociale nelle successive età della vita come
depressione, alcolismo, tossicodipendenza, disturbo antisociale della personalità",IMPLICAZIONE 
,"Non esistono dati accurati sulla prevalenza dell'ADHD nella popolazione generale adulta. Dal 50 al 65% dei
bambini affetti da ADHD in età scolastica presentano il disturbo  fino all’età adulta. L’ADHD quindi,
esordisce in età pediatrica ma può permanere nell'adulto.",Non esistono dati accurati sulla prevalenza dell'ADHD nella popolazione generale adulta. ,SANCIRE 
,,"Dal 50 al 65% dei
bambini affetti da ADHD in età scolastica presentano il disturbo  fino all’età adulta",DESCRIZIONE
,,"L’ADHD quindi,
esordisce in età pediatrica ",SANCIRE 
,,ma può permanere nell'adulto.,POSSIBILITA 
"Il testo come descrive le manifestazioni in ambiente scolastico (interazione con i coetanei, interazione con gli insegnanti, rendimento scolastico) di un alunno con disturbo da deficit attentivo/iperattività?","L’inattenzione (o facile distraibilità) si manifesta come scarsa cura per i dettagli ed incapacità a portare a termine le attività intraprese: i bambini sono costantemente distratti, evitano di svolgere attività che richiedono attenzione per i particolari o capacità organizzative, perdono frequentemente oggetti o si dimenticano di attività importanti. L’impulsività invece si manifesta come impossibilità ad organizzare azioni complesse con tendenza al cambiamento rapido da una attività all’altra e difficoltà ad aspettare il proprio turno nel gioco o in situazioni di gruppo. L’impulsività è a volte associata all’iperattività: questi bambini hanno difficoltà a rispettare le regole, i tempi e gli spazi dei coetanei, a scuola trovano spesso difficile rimanere seduti. Tali sintomi sono causati da difficoltà nell’autocontrollo e nella capacità di pianificazione.",L’inattenzione (o facile distraibilità) si manifesta come scarsa cura per i dettagli ed incapacità a portare a termine le attività intraprese. ,SANCIRE 
,,"i bambini sono costantemente distratti, evitano di svolgere attività che richiedono attenzione per i particolari o capacità organizzative, perdono frequentemente oggetti o si dimenticano di attività importanti. ",SPECIFICAZIONE 
,,L’impulsività invece si manifesta come impossibilità ad organizzare azioni complesse con tendenza al cambiamento rapido da una attività all’altra e difficoltà ad aspettare il proprio turno nel gioco o in situazioni di gruppo. ’impulsività è a volte associata all’iperattività:,SANCIRE 
,," questi bambini hanno difficoltà a rispettare le regole, i tempi e gli spazi dei coetanei, a scuola trovano spesso difficile rimanere seduti. ",SPECIFICAZIONE 
,,Tali sintomi sono causati da difficoltà nell’autocontrollo e nella capacità di pianificazione.,CAUSA
Il testo come descrive le caratteristiche cliniche del disturbo da deficit dell’attenzione/iperattività?,"Hyperkinetic disorder is a persistent and severe impairment
of psychological development  resulting from a
high level of inattentive, restless and impulsive behaviour. Its onset is in early childhood: by definition before
the age of 7, nearly always before the age of 5 and frequently
before the age of 2 years. It often persists into
adolescence and adult life, and puts sufferers at risk for
a range of abnormalities in personality development.
The adverse outcomes include delinquency and other
antisocial behaviour and underachievement in school.
Longitudinal studies indicate that the inattentive and
restless behaviour is a developmental risk. ","Hyperkinetic disorder is a persistent and severe impairment
of psychological development",SANCIRE 
,," resulting from a
high level of inattentive, restless and impulsive behaviour.
",CAUSA
,,"Its onset is in early childhood: by definition before
the age of 7, nearly always before the age of 5 and frequently
before the age of 2 years.",DESCRIZIONE 
,," It often persists into
adolescence and adult life, ",SANCIRE 
,,"and puts sufferers at risk for
a range of abnormalities in personality development.
",POSSIBILITA 
,,"The adverse outcomes include delinquency and other
antisocial behaviour and underachievement in school.
",SANCIRE 
,,"Longitudinal studies indicate that the inattentive and
restless behaviour is a developmental risk. ",CONFERMA
,"The exact aetiological pathways of AD/HD are unknown.
AD/HD aggregates within families with a 3–5
times increased risk in first-degree relatives. Twin
studies have found considerable heritability with genetic
factors contributing 65 % to 90% of the phenotypic
variance in the population.High heritability must
not be confused with genetic determinism and some
caution should be adopted in counselling families about
causes.","The exact aetiological pathways of AD/HD are unknown.
",SANCIRE 
,,"AD/HD aggregates within families with a 3–5
times increased risk in first-degree relatives. ",DESCRIZIONE 
,,"Twin
studies have found considerable heritability with genetic
factors contributing 65 % to 90% of the phenotypic
variance in the population.",CONFERMA
,,"High heritability must
not be confused with genetic determinism and some
caution should be adopted in counselling families about
causes.",PRESCRIZIONE 
,"Molecular genetic studies have found associations
with variations in genes for the dopamine receptors 4
(DRD4 7-repeat allele) and 5 (DRD5 148bp-allele), and
the dopamine transporter (DAT1 10-repeat allele).While the 10-repeat allele of DAT1 has been associated
with an increased expression of the transporter, the 7-repeat allele of DRD4 seems to encode a
receptor that is subsensitive to dopamine. Preliminary evidence suggests aetiological influences
of the receptor genes DRD1 and 5-HT(1B), the Taq 1 polymorphism of the dopamine beta hydroxylase gene, and the SNAP-25 gene,which is involved in the regulation of neurotransmitter release. Each of these risk alleles increases the relative risk for
AD/HD only slightly (odds ratios: 1.2–1.9), consistent
with the hypothesis that, in most cases,AD/HD is a complex
disorder influenced by the interaction of multiple
aetiological factors, each of minor effect.However, some
rarer genes, including fragile X and resistance to thyroid
hormone, may show large effects. Some genes involved
may have pleiotropic effects.Thus, it has been suggested
that AD/HD and reading disability , and
AD/HD and autism share genetic susceptibility factors.","Molecular genetic studies have found associations
with variations in genes for the dopamine receptors 4
(DRD4 7-repeat allele) and 5 (DRD5 148bp-allele), and
the dopamine transporter (DAT1 10-repeat allele).While the 10-repeat allele of DAT1 has been associated
with an increased expression of the transporter, the 7-repeat allele of DRD4 seems to encode a
receptor that is subsensitive to dopamine. Preliminary evidence suggests aetiological influences
of the receptor genes DRD1 and 5-HT(1B), the Taq 1 polymorphism of the dopamine beta hydroxylase gene, and the SNAP-25 gene,which is involved in the regulation of neurotransmitter release. ",DESCRIZIONE 
,,"Each of these risk alleles increases the relative risk for
AD/HD only slightly (odds ratios: 1.2–1.9), consistent
with the hypothesis that, in most cases,AD/HD is a complex
disorder influenced by the interaction of multiple
aetiological factors, each of minor effect.",CONFERMA
,,"However, some
rarer genes, including fragile X and resistance to thyroid
hormone, may show large effects. Some genes involved
may have pleiotropic effects.Thus, it has been suggested
that AD/HD and reading disability , and
AD/HD and autism share genetic susceptibility factors.",IMPLICAZIONE 
,"There are also associations with a variety of environmental
risks, including prenatal and perinatal obstetric
complications, low birth weight, prenatal exposure to benzodiazepines, alcohol, or nicotine, and brain diseases
and injuries. Severe early
deprivation, institutional rearing, idiosyncratic reactions
to food,and exposure to toxic levels of lead are also considered to have aetiological importance. The quality of relationships within the family and
at school can be considered as maintaining or protective
factors. Gene-environment interactions seem likely (e. g.DAT-10 allele multiplies the risk of maternal prenatal smoking), but have not yet been studied extensively.","There are also associations with a variety of environmental
risks, including prenatal and perinatal obstetric
complications, low birth weight, prenatal exposure to benzodiazepines, alcohol, or nicotine, and brain diseases
and injuries. Severe early
deprivation, institutional rearing, idiosyncratic reactions
to food,and exposure to toxic levels of lead are also considered to have aetiological importance.",SANCIRE 
,," The quality of relationships within the family and
at school can be considered as maintaining or protective
factors. ",POSSIBILITA 
,,Gene-environment interactions seem likely ,POSSIBILITA 
,,"(e. g.DAT-10 allele multiplies the risk of maternal prenatal smoking),",SPECIFICAZIONE 
,, but have not yet been studied extensively.,RIDIMENSIONAMENTO 
,"Studies using structural and functional brain imaging,
electrophysiology and transcranial magnetic stimulation
have shown various abnormalities in frontal,
temporal, and parietal cortical regions, basal ganglia
(striatum), callosal areas, and cerebellum. The morphological
abnormalities seem to be evident early, non-progressive,
and not a result of stimulant treatment.","Studies using structural and functional brain imaging,
electrophysiology and transcranial magnetic stimulation
have shown various abnormalities in frontal,
temporal, and parietal cortical regions, basal ganglia
(striatum), callosal areas, and cerebellum. The morphological
abnormalities seem to be evident early, non-progressive,
and not a result of stimulant treatment.",SANCIRE 
,"Converging evidence from a variety of sources suggest
that catecholaminergic dysregulations are centrally
involved. The molecular genetic findings above, the effectiveness
of stimulants and noradrenergic substances, some animal models, and functional imaging studies – which suggest altered DOPA decarboxylase
activity in the striatum and prefrontal areas, as well as increased striatal dopamine transporter
binding capacity  – are all in keeping with this.
Neuropsychological and electrophysiological studies
have found various alterations in higher-order cognitive
functions,motivational processes ,and
more basic information processing stages . The tests used are summarised in the Appendix.","Converging evidence from a variety of sources suggest
that catecholaminergic dysregulations are centrally
involved. T",SANCIRE 
,,"he molecular genetic findings above, the effectiveness
of stimulants and noradrenergic substances, some animal models, and functional imaging studies – which suggest altered DOPA decarboxylase
activity in the striatum and prefrontal areas, as well as increased striatal dopamine transporter
binding capacity  – are all in keeping with this.
",CONFERMA
,,"Neuropsychological and electrophysiological studies
have found various alterations in higher-order cognitive
functions,motivational processes ,and
more basic information processing stages . The tests used are summarised in the Appendix.",SANCIRE 
,"Several studies converge on a point prevalence for hyperkinetic
disorder of about 1.5 % in the primary school
age population – which is the age at which the problem
is most likely to be referred for specialist attention. The prevalence of the broader category of AD/HD is,
obviously, higher. The estimates vary from about 4% to
19% but the usual figures adopted are those of the DSM
IV estimates of 3–5%. The exact figures found in
studies probably depend more upon the cut-off that is
chosen than on any major differences between populations. ","Several studies converge on a point prevalence for hyperkinetic
disorder of about 1.5 % in the primary school
age population –",DESCRIZIONE 
,," which is the age at which the problem
is most likely to be referred for specialist attention.",SPECIFICAZIONE 
,,"The prevalence of the broader category of AD/HD is, obviously, higher. ",SANCIRE 
,,"The estimates vary from about 4% to
19% but the usual figures adopted are those of the DSM
IV estimates of 3–5%. ",SPECIFICAZIONE 
,,"The exact figures found in
studies probably depend more upon the cut-off that is
chosen than on any major differences between populations. ",SANCIRE 
,"Oppositional defiant and conduct disorders are very
common in hyperactivity, and genetic influences overlap. Longitudinal studies indicate that in primary
school-aged children hyperactive behaviour is a
risk factor for conduct disorder, that it appears over time
even in children who showed a pure pattern of hyperactivity
without conduct disorder at the beginning of their
problems, and that conduct disorder does not give rise
to hyperactivity in the same way.","Oppositional defiant and conduct disorders are very
common in hyperactivity, and genetic influences overlap. ",SANCIRE 
,,"Longitudinal studies indicate that in primary
school-aged children hyperactive behaviour is a
risk factor for conduct disorder, that it appears over time
even in children who showed a pure pattern of hyperactivity
without conduct disorder at the beginning of their
problems, and that conduct disorder does not give rise
to hyperactivity in the same way.",CONFERMA
,"Children with hyperkinetic disorders are more likely to
show neurodevelopmental delays of various types. Language
milestones are achieved later than normal, expressive
language is unduly simple, sensory motor coordination
is often impaired, handwriting is poor, and
reading ability is behind that expected for chronological
age.
McGee and Share suggest that children with onset of hyperactivity after school entry are more likely tohave behaviour problems confined to school, and to
show specific learning difficulties. The suggestion is therefore that some children may enter school with their
cognitive function compromised by neuropsychological deviations.","Children with hyperkinetic disorders are more likely to
show neurodevelopmental delays of various types. ",SANCIRE 
,,"Language
milestones are achieved later than normal, ",SANCIRE 
,,"expressive
language is unduly simple, ",GIUDIZIO
,,"sensory motor coordination
is often impaired, handwriting is poor, and
reading ability is behind that expected for chronological
age.",SANCIRE 
,,"McGee and Share suggest that children with onset of hyperactivity after school entry are more likely to have behaviour problems confined to school, and to
show specific learning difficulties. ",OPINIONE
,,"The suggestion is therefore that some children may enter school with their
cognitive function compromised by neuropsychological deviations.",IMPLICAZIONE 
,"A number of children with AD/HD develop comorbid tic
disorders during their early school years. In these cases, the degree of psychosocial impairment is 
determined by AD/HD and it may be the target for therapy.","A number of children with AD/HD develop comorbid tic
disorders during their early school years. ",SANCIRE 
,,"In these cases, the degree of psychosocial impairment is 
determined by AD/HD and it may be the target for therapy.",CAUSA
,"AD/HD is often accompanied by problems in sensory
motor coordination, especially seen as poor handwriting,
clumsiness,poor performance in sports and marked
delays in achieving motor milestones.","AD/HD is often accompanied by problems in sensory
motor coordination, ",SANCIRE 
,,"especially seen as poor handwriting,
clumsiness,poor performance in sports and marked
delays in achieving motor milestones. ",SPECIFICAZIONE 
,"The relationship between AD/HD and Substance Misuse
Disorders is complex and relatively understudied. Elevated
rates of AD/HD are reported among those seeking
treatment for opiate, cocaine and other substance use
disorders.","The relationship between AD/HD and Substance Misuse
Disorders is complex and relatively understudied. ",SANCIRE 
,,"Elevated
rates of AD/HD are reported among those seeking
treatment for opiate, cocaine and other substance use
disorders.",CONFERMA
Il testo come descrive e argomenta gli interventi per gestire il comportamento di un alunno con ADHD in ambito scolastico?,"The therapist should also help parents and teachers
to identify specific problem situations and find behaviour
management techniques for them.The most widely
relevant techniques are paying positive attention to appropriate
behaviour and compliance, giving commands
more effectively, and using appropriate negative consequences
for problem behaviours.  If significant interference with academic achievements or activities
of daily living is observed, treatment with stimulants seems to be indicated: it may improve motor coordination and increase the motivation of the child
for further sensorimotor training.","The therapist should also help parents and teachers
to identify specific problem situations and find behaviour
management techniques for them.",PRESCRIZIONE 
,,"The most widely
relevant techniques are paying positive attention to appropriate
behaviour and compliance, giving commands
more effectively, and using appropriate negative consequences
for problem behaviours.",SANCIRE 
,," If significant interference with academic achievements or activities
of daily living is observed, treatment with stimulants seems to be indicated",VALUTAZIONE 
,," it may improve motor coordination and increase the motivation of the child
for further sensorimotor training.",POSSIBILITA 
Il testo come descrive le caratteristiche cliniche del disturbo da deficit dell’attenzione/iperattività?,"Il disturbo da deficit di attenzione e iperattività (ADHD) è un importante disordine dello sviluppo neuropsichico del bambino e dell'adolescente caratterizzato da una serie di comportamenti che denotano inattenzione, impulsività ed iperattività motoria, persistenti ed inappropriati rispetto al grado di sviluppo evolutivo del soggetto. Tale sintomatologia si manifesta in diversi ambiti della vita del bambino, rendendosi evidente sia in situazioni strutturate, come ad esempio quelle vissute a scuola, che durante l'esecuzione di attività non strutturate quali il gioco e le relazioni sociali con i coetanei ed in ambito familiare","Il disturbo da deficit di attenzione e iperattività (ADHD) è un importante disordine dello sviluppo neuropsichico del bambino e dell'adolescente caratterizzato da una serie di comportamenti che denotano inattenzione, impulsività ed iperattività motoria, persistenti ed inappropriati rispetto al grado di sviluppo evolutivo del soggetto.",SANCIRE 
,,"Tale sintomatologia si manifesta in diversi ambiti della vita del bambino, rendendosi evidente sia in situazioni strutturate, come ad esempio quelle vissute a scuola, che durante l'esecuzione di attività non strutturate quali il gioco e le relazioni sociali con i coetanei ed in ambito familiare",SPECIFICAZIONE 
," Qualsiasi bambino tende a distrarsi ed a commettere errori durante attività prolungate e ripetitive. La ricerca delle novità e la capacità di esplorare rapidamente l'ambiente devono essere considerati comportamenti positivi dal punto di vista evolutivo e come tale stimolati e favoriti.
Quando tali modalità di comportamento sono però eccessive e persistenti in tutti i contesti (casa, scuola, ambienti di gioco) e nella gran parte delle situazionie costituiscono la caratteristica costante del bambino, essi possono compromettere le capacità di pianificazione ed esecuzione di procedure complesse (le cosiddette funzioni esecutive). Tutti questi sintomi non sono causati da deficit cognitivo (ritardo mentale) ma da difficoltà oggettive nell'autocontrollo e nella capacità di pianificazione.",La ricerca delle novità e la capacità di esplorare rapidamente l'ambiente devono essere considerati comportamenti positivi dal punto di vista evolutivo e come tale stimolati e favoriti. ,COMMENTO 
,,"Quando tali modalità di comportamento sono però eccessive e persistenti in tutti i contesti (casa, scuola, ambienti di gioco) e nella gran parte delle situazioni e costituiscono la caratteristica costante del bambino, essi possono compromettere le capacità di pianificazione ed esecuzione di procedure complesse (le cosiddette funzioni esecutive).",IMPLICAZIONE
,," (lezione, compiti a casa, gioco con i genitori e con i coetanei, a tavola, davanti al televisore, etc.) ",SPECIFICAZIONE 
,,Tutti questi sintomi non sono causati da deficit cognitivo (ritardo mentale) ma da difficoltà oggettive nell'autocontrollo e nella capacità di pianificazione.,CONTRAPPOSIZIONE 
"Il testo come descrive le manifestazioni in ambiente scolastico (interazione con i coetanei, interazione con gli insegnanti, rendimento scolastico) di un alunno con disturbo da deficit attentivo/iperattività? ","I bambini con diagnosi di ADHD, vivono disagi quotidiani nelle interazioni con genitori, insegnanti e coetanei; il loro percorso di apprendimento risulta notevolmente ostacolato dalle caratteristiche cliniche; questo li predispone all'insuccesso scolastico e ad una costruzione del sé come incapace o ""cattivo"". ","I bambini con diagnosi di ADHD, vivono disagi quotidiani nelle interazioni con genitori, insegnanti e coetanei; ",SANCIRE 
,,il loro percorso di apprendimento risulta notevolmente ostacolato dalle caratteristiche cliniche; ,CAUSA
,,"questo li predispone all'insuccesso scolastico e ad una costruzione del sé come incapace o ""cattivo"". ",SANCIRE 
,"La disattenzione (o facile distraibilità) si manifesta soprattutto come scarsa cura per i dettagli ed incapacità a portare a termine le azioni intraprese: i bambini appaiono costantemente distratti come se avessero sempre altro in mente, evitano di svolgere attività che richiedano attenzione per i particolari o abilità organizzative, perdono frequentemente oggetti significativi o dimenticano attività importanti. 
Si mostrano incapaci di pianificare e organizzare il lavoro: il loro banco è spesso in disordine, tendono a dimenticare il materiale scolastico e ad evitare compiti che richiedono uno sforzo nell'organizzare il lavoro e costruire la propria motivazione. Presentano difficoltà a prestare attenzione ad un'unica fonte di informazione, cedendo ad elementi di distrazione sia esterni che interni. La loro attenzione è catturata da stimoli anche irrilevanti e non pertinenti con il compito.",La disattenzione (o facile distraibilità) si manifesta soprattutto come scarsa cura per i dettagli ed incapacità a portare a termine le azioni intraprese: ,SANCIRE 
,,"i bambini appaiono costantemente distratti come se avessero sempre altro in mente, evitano di svolgere attività che richiedano attenzione per i particolari o abilità organizzative, perdono frequentemente oggetti significativi o dimenticano attività importanti. 
",SPECIFICAZIONE 
,,Si mostrano incapaci di pianificare e organizzare il lavoro: ,SANCIRE 
,,"il loro banco è spesso in disordine, tendono a dimenticare il materiale scolastico e ad evitare compiti che richiedono uno sforzo nell'organizzare il lavoro e costruire la propria motivazione. ",SPECIFICAZIONE 
,,"Presentano difficoltà a prestare attenzione ad un'unica fonte di informazione, cedendo ad elementi di distrazione sia esterni che interni. La loro attenzione è catturata da stimoli anche irrilevanti e non pertinenti con il compito.",SANCIRE 
," In ambito scolastico le difficoltà attentive comportano un rendimento al di sotto delle potenzialità. La prestazione sullo stesso compito può variare in base ai giorni e alle ore, ma solitamente le prestazioni in termini di qualità e/o quantità non sono adeguate. Nei compiti si verificano parecchi errori di distrazione in ogni ambito disciplinare, i quaderni sono disordinati.", In ambito scolastico le difficoltà attentive comportano un rendimento al di sotto delle potenzialità.,CAUSA
,," La prestazione sullo stesso compito può variare in base ai giorni e alle ore, ",POSSIBILITA 
,,ma solitamente le prestazioni in termini di qualità e/o quantità non sono adeguate. ,SANCIRE 
,,"Nei compiti si verificano parecchi errori di distrazione in ogni ambito disciplinare, i quaderni sono disordinati.",SANCIRE 
,"L'impulsività si manifesta come difficoltà, ad organizzare azioni complesse, con tendenza al cambiamento rapido da un'attività ad un'altra e difficoltà ad aspettare il proprio turno in situazioni di gioco e/o di gruppo. Tale impulsività è generalmente associata ad iperattività: questi bambini vengono riferiti ""come mossi da un motorino"", hanno difficoltà a rispettare le regole, i tempi e gli spazi dei coetanei, a scuola trovano spesso difficile anche rimanere seduti. Il movimento, nei bambini con ADHD, spesso manca di una vera finalità. Si tratta
di un'attività caotica e poco influenzata da criteri costruttivi: seduti al banco possono continuare a muovere mani e piedi in modo disordinato e spesso inconsapevole. Appaiono continuamente alla ricerca di stimoli nuovi, a cui però si adattano velocemente e dai quali non vengono mai soddisfatti a lungo. . L'iperattività è generalmente presente anche sul piano verbale: parlano troppo con una forma del discorso di tipo torrenziale, spesso passano da un argomento all'altro senza completarne alcuno.","L'impulsività si manifesta come difficoltà, ad organizzare azioni complesse, con tendenza al cambiamento rapido da un'attività ad un'altra e difficoltà ad aspettare il proprio turno in situazioni di gioco e/o di gruppo. ",SANCIRE 
,,"Tale impulsività è generalmente associata ad iperattività: questi bambini vengono riferiti ""come mossi da un motorino"", hanno difficoltà a rispettare le regole, i tempi e gli spazi dei coetanei, a scuola trovano spesso difficile anche rimanere seduti. ",SPECIFICAZIONE 
,,"Il movimento, nei bambini con ADHD, spesso manca di una vera finalità. Si tratta
di un'attività caotica e poco influenzata da criteri costruttivi: ",SANCIRE 
,,seduti al banco possono continuare a muovere mani e piedi in modo disordinato e spesso inconsapevole. ,POSSIBILITA 
,,"Appaiono continuamente alla ricerca di stimoli nuovi, a cui però si adattano velocemente e dai quali non vengono mai soddisfatti a lungo. . ",SANCIRE 
,,L'iperattività è generalmente presente anche sul piano verbale: ,SANCIRE 
,,"parlano troppo con una forma del discorso di tipo torrenziale, spesso passano da un argomento all'altro senza completarne alcuno.",SPECIFICAZIONE 
,,Per questo motivo saltano continuamente da un gioco all'altro,CAUSA
,"A scuola l'impulsività si manifesta nel dare risposte affrettate all'insegnante prima che la domanda sia stata completata, o nell'eseguire frettolosamente i compiti senza aver ascoltato le istruzioni e senza aver pensato ad un piano di azione. Sul piano dell'incolumità fisica l'impulsività può implicare il correre inutili rischi per awentatezza, come attraversare con il semaforo rosso, arrampicarsi sui mobili, mettersi in situazioni pericolose. Talvolta questo tipo di comportamento può essere considerato intenzionale, sprezzante, oppositivo, mentre in genere riflette un immediato bisogno di gratificazione e l'incapacità a fermarsi e pensare. Queste incomprensioni possono creare problemi di tipo emotivo e comportamentale e difficoltà relazionali.","A scuola l'impulsività si manifesta nel dare risposte affrettate all'insegnante prima che la domanda sia stata completata, o nell'eseguire frettolosamente i compiti senza aver ascoltato le istruzioni e senza aver pensato ad un piano di azione. ",SANCIRE 
,,"ul piano dell'incolumità fisica l'impulsività può implicare il correre inutili rischi per awentatezza,",POSSIBILITA 
,," come attraversare con il semaforo rosso, arrampicarsi sui mobili, mettersi in situazioni pericolose. ",SPECIFICAZIONE 
,,"Talvolta questo tipo di comportamento può essere considerato intenzionale, sprezzante, oppositivo,",POSSIBILITA 
,, mentre in genere riflette un immediato bisogno di gratificazione e l'incapacità a fermarsi e pensare. ,SANCIRE 
,,Queste incomprensioni possono creare problemi di tipo emotivo e comportamentale e difficoltà relazionali.,IMPLICAZIONE
