Domanda,Testo,Stralcio,Repertorio
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?","E-difficile-rispond a-questa-domanda perche il pensiero della-Persona E-diversoda-1-pers-all-altra , 
","E-difficile-rispond a-questa-domanda perche il pensiero della-Persona E-diversoda-1-pers-all-altra , 
",COMMENTO
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?","se una-Femmina mi-descrive come malato , dovra-curarmi 
","se una-Femmina mi-descrive come malato , dovra-curarmi 
",COMMENTO
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",normale,normale,SANCIRE LA REALTÀ
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",non-lo-so,non-lo-so,NON RISPOSTA
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",normale,normale,SANCIRE LA REALTÀ
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",secondo-lui sono-1-persona anormale,secondo-lui sono-1-persona anormale,SANCIRE LA REALTÀ
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",malato,malato,SANCIRE LA REALTÀ
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",per-me molto senza-liberta,per-me molto senza-liberta,OPINIONE
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?","molto-malato secondo-me la sua-salute E malata E senza-liberta 
","molto-malato secondo-me la sua-salute E malata E senza-liberta 
",COMMENTO
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",bene,bene,GIUDIZIO
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",normale,normale,SANCIRE LA REALTÀ
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",mi-descriverebbe tutti-altri-deten,mi-descriverebbe tutti-altri-deten,SANCIRE LA REALTÀ
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",varia a-2a-della-pers,varia a-2a-della-pers,COMMENTO
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?","credo-che non-pensino-male di-me perche le persone che sono in-carcere per-la-prima-volta hanno-sbagliato non-sono-criminal
","credo-che non-pensino-male di-me perche le persone che sono in-carcere per-la-prima-volta hanno-sbagliato non-sono-criminal
",VALUTAZIONE
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",come-tutti-altri,come-tutti-altri,SANCIRE LA REALTÀ
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",come-tutti-altri,come-tutti-altri,SANCIRE LA REALTÀ
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?","mi-descriverebbe nello-stesso-modo che descrive gli-altri-detenuti 
","mi-descriverebbe nello-stesso-modo che descrive gli-altri-detenuti 
",SANCIRE LA REALTÀ
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",come-tutti-altri,come-tutti-altri,SANCIRE LA REALTÀ
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",non-lo-so,non-lo-so,NON RISPOSTA
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",nn-credo-ha-buo-idee .,nn-credo-ha-buo-idee .,COMMENTO
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",non-so,non-so,NON RISPOSTA
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",penso-che nn-avra-buo-impress,penso-che nn-avra-buo-impress,COMMENTO
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",non-ho-una-idea,non-ho-una-idea,NON RISPOSTA
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",non-mi,non-mi,NON RISPOSTA
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",bellina,bellina,GIUDIZIO
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?","equilibrato , tranquillo , bello-da-morire , attraente e sexy 
","equilibrato , tranquillo , bello-da-morire , attraente e sexy 
",SANCIRE LA REALTÀ
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",come il suo-uomo-ideale .,come il suo-uomo-ideale .,SANCIRE LA REALTÀ
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",straniero,straniero,SANCIRE LA REALTÀ
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",normale,normale,SANCIRE LA REALTÀ
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",normale,normale,SANCIRE LA REALTÀ
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",normalissimo perche ognuno fa-suo-lavor,normalissimo perche ognuno fa-suo-lavor,VALUTAZIONE
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",tranquillo detenuto,tranquillo detenuto,SANCIRE LA REALTÀ
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",1-persona-norm .,1-persona-norm .,SANCIRE LA REALTÀ
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",dipende dalla persona,dipende dalla persona,SANCIRE LA REALTÀ
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",non-E-presente nessuno di-loro,non-E-presente nessuno di-loro,COMMENTO
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",non-c-e-ness-differ,non-c-e-ness-differ,SANCIRE LA REALTÀ
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",come-tutti-gli-altri,come-tutti-gli-altri,SANCIRE LA REALTÀ
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?","come 1-persona-norm , semplice e tranquilla","come 1-persona-norm , semplice e tranquilla",SANCIRE LA REALTÀ
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?","sincero , ottimista","sincero , ottimista",SANCIRE LA REALTÀ
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",che svolge-suo-lavoro,che svolge-suo-lavoro,SANCIRE LA REALTÀ
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",1-persona-norm,1-persona-norm,SANCIRE LA REALTÀ
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?","sincero , ottimista , altruista , simpatico","sincero , ottimista , altruista , simpatico",SANCIRE LA REALTÀ
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",non-lo-so,non-lo-so,NON RISPOSTA
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",un-bravo-detenuto istruito,un-bravo-detenuto istruito,GIUDIZIO
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",educato gentile,educato gentile,SANCIRE LA REALTÀ
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",educato calmo tranquillo,educato calmo tranquillo,SANCIRE LA REALTÀ
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",1-persona timida,1-persona timida,SANCIRE LA REALTÀ
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",sono-bravo-ragazzo pensa-cosi,sono-bravo-ragazzo pensa-cosi,SANCIRE LA REALTÀ
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?","nn-impor-che-sesso sia , l' importante-E-che sia-Utile e rispetti-detenuto e valuta-sua-situaz 
","nn-impor-che-sesso sia , l' importante-E-che sia-Utile e rispetti-detenuto e valuta-sua-situaz 
",COMMENTO
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",sono-bravo-ragazzo,sono-bravo-ragazzo,SANCIRE LA REALTÀ
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",un-buon-detenuto piu-istruzione,un-buon-detenuto piu-istruzione,GIUDIZIO
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",tranquillo,tranquillo,SANCIRE LA REALTÀ
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",tranquillo,tranquillo,SANCIRE LA REALTÀ
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",quasi-uguale come-un-deten-ital,quasi-uguale come-un-deten-ital,SANCIRE LA REALTÀ
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",non-lo-so,non-lo-so,NON RISPOSTA
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",tranquilla,tranquilla,SANCIRE LA REALTÀ
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",non-lo-so,non-lo-so,NON RISPOSTA
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?","direbbe-che-sono pronta al reinserimento nella-societa 
","direbbe-che-sono pronta al reinserimento nella-societa 
",SANCIRE LA REALTÀ
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",tranquilla,tranquilla,SANCIRE LA REALTÀ
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?","un-bravo-detenuto , istruito","un-bravo-detenuto , istruito",SANCIRE LA REALTÀ
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",1-persona educata e tranquilla,1-persona educata e tranquilla,SANCIRE LA REALTÀ
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?","penso-che mi-descriverebbe un bel-ragazzo che sta-pass-brut-mom nella sua-vita 
","penso-che mi-descriverebbe un bel-ragazzo che sta-pass-brut-mom nella sua-vita 
",OPINIONE
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",bisognerebbe chiederle,bisognerebbe chiederle,COMMENTO
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",persona-normale e sana,persona-normale e sana,SANCIRE LA REALTÀ
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",esemplare,esemplare,SANCIRE LA REALTÀ
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?","questo E il suo-pens-profession , che dipendera dalla buona-impr o 
cattiva-impr lasciata 
","questo E il suo-pens-profession , che dipendera dalla buona-impr o 
cattiva-impr lasciata 
",COMMENTO
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",non-so,non-so,NON RISPOSTA
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?","penso-che mi-descriverebbe come 1-persona colta ed interessante 
","penso-che mi-descriverebbe come 1-persona colta ed interessante 
",OPINIONE
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",non-lo-so,non-lo-so,NON RISPOSTA
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",non-lo-so,non-lo-so,NON RISPOSTA
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",non-lo-so,non-lo-so,NON RISPOSTA
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",un-detenuto bravo E-un-bravo .,un-detenuto bravo E-un-bravo .,GIUDIZIO
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",non-so,non-so,NON RISPOSTA
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?","dipende dal nostro-comportamento 
se-E-1-pers-attiva merita tutto 
","dipende dal nostro-comportamento 
se-E-1-pers-attiva merita tutto 
",COMMENTO
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",dipende dalla personalita della-persona,dipende dalla personalita della-persona,COMMENTO
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",lo-descrivo come uno-che-si-impegna .,lo-descrivo come uno-che-si-impegna .,COMMENTO
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",che sono gentile ed educato,che sono gentile ed educato,SANCIRE LA REALTÀ
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",normale,normale,SANCIRE LA REALTÀ
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",normale,normale,SANCIRE LA REALTÀ
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",che sono brave-ragazze,che sono brave-ragazze,COMMENTO
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",normale,normale,SANCIRE LA REALTÀ
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?","per-quanto-mi-riguarda Sono-tutti-bravi con-me , a-parte-che 
sono-noto-da-loro , m-vogl-gran-benequesto lo-posso-dire tranquillamente 
","per-quanto-mi-riguarda Sono-tutti-bravi con-me , a-parte-che 
sono-noto-da-loro , m-vogl-gran-benequesto lo-posso-dire tranquillamente 
",COMMENTO
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",E-normale,E-normale,SANCIRE LA REALTÀ
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",normale,normale,SANCIRE LA REALTÀ
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",lavora-bene,lavora-bene,COMMENTO
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?","E probabile che mi-descriva un-detenuto che 
nn-st-aiut-da-condiz
","E probabile che mi-descriva un-detenuto che 
nn-st-aiut-da-condiz
",POSSIBILITÀ
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?","ci-sono Alcune che ti-descrivono come detenuto nn-aiut-da-condiz della 
tua-vita e c-E chi ti-considera come 1-persona delinquente e non-giusta nella-societa , questo 
x-quanto-riguarda il 
sesso-Femminile 
","ci-sono Alcune che ti-descrivono come detenuto nn-aiut-da-condiz della 
tua-vita e c-E chi ti-considera come 1-persona delinquente e non-giusta nella-societa , questo 
x-quanto-riguarda il 
sesso-Femminile 
",DESCRIZIONE
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",un-lavoro-ottimo,un-lavoro-ottimo,COMMENTO
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",normale,normale,SANCIRE LA REALTÀ
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?","E-normale , ci-aiutano","E-normale , ci-aiutano",COMMENTO
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",nn-c-E-ness-differ,nn-c-E-ness-differ,COMMENTO
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",molto normale,molto normale,GIUDIZIO
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",una-cosa normale,una-cosa normale,COMMENTO
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",non-lo-so,non-lo-so,NON RISPOSTA
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",nn-sapr-descriverl,nn-sapr-descriverl,NON RISPOSTA
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",nn-poss-legg-s-pens,nn-poss-legg-s-pens,NON RISPOSTA
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",non-lo-so,non-lo-so,NON RISPOSTA
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",non-lo-so,non-lo-so,NON RISPOSTA
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",prende-cura di-noi,prende-cura di-noi,COMMENTO
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",come un ragazzo normale,come un ragazzo normale,SANCIRE LA REALTÀ
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",non-so,non-so,NON RISPOSTA
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",non-lo-so posso immaginare che opinione avrebbe per noi,non-lo-so posso immaginare che opinione avrebbe per noi,NON RISPOSTA
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",brava,brava,GIUDIZIO
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",normale,normale,SANCIRE LA REALTÀ
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",come 1-pers-norm,come 1-pers-norm,SANCIRE LA REALTÀ
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",non-lo-so,non-lo-so,NON RISPOSTA
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?","di aver-tant-pazien , non-ci-sono-speranz per uscire-prima in-affidamento o in-permesso 
","di aver-tant-pazien , non-ci-sono-speranz per uscire-prima in-affidamento o in-permesso 
",COMMENTO
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",che sono-1-persona molto-rispettosa,che sono-1-persona molto-rispettosa,SANCIRE LA REALTÀ
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?","tranquilla e rispettosa , educata","tranquilla e rispettosa , educata",SANCIRE LA REALTÀ
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",rispettosa,rispettosa,SANCIRE LA REALTÀ
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",rispettosa,rispettosa,SANCIRE LA REALTÀ
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?","direbbe-che-sono 1-persona molto-tranquilla, che so-viv-in-comunit , che ho tanto rispetto-x-le-pers","direbbe-che-sono 1-persona molto-tranquilla, che so-viv-in-comunit , che ho tanto rispetto-x-le-pers",SANCIRE LA REALTÀ
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",ognuno fa-il-pr-lav e basta,ognuno fa-il-pr-lav e basta,COMMENTO
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",non-so,non-so,NON RISPOSTA
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?","nn-sn-cond-pot-risp , devo prima 
conosc-profil-del-lav prima-di 
esprim-1-giudizio

","nn-sn-cond-pot-risp , devo prima 
conosc-profil-del-lav prima-di 
esprim-1-giudizio

",NON RISPOSTA
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",non-mi-interessereb la sua-opinione,non-mi-interessereb la sua-opinione,NON RISPOSTA
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?","pensa bene perche sono simpatica con-loro e anche educata 
","pensa bene perche sono simpatica con-loro e anche educata 
",VALUTAZIONE
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?","ma-non-importa , basta-che-ci-sia","ma-non-importa , basta-che-ci-sia",COMMENTO
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?","che sei una-brava-persona ; che ti-stai-impegnando 
","che sei una-brava-persona ; che ti-stai-impegnando 
",SANCIRE LA REALTÀ
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",che non-mi-sn-comp-bene,che non-mi-sn-comp-bene,GIUDIZIO
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?","che E-obbligato e pagat-x-assisterm nel-caso-di-bisogno 
","che E-obbligato e pagat-x-assisterm nel-caso-di-bisogno 
",COMMENTO
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",importante,importante,SANCIRE LA REALTÀ
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",delinquente,delinquente,SANCIRE LA REALTÀ
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?","penso-che mi-considera 1-persona 
disciplinata 
","penso-che mi-considera 1-persona 
disciplinata 
",OPINIONE
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",non-posso-immaginarl,non-posso-immaginarl,NON RISPOSTA
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?","non-so , non-ha-ness-import","non-so , non-ha-ness-import",NON RISPOSTA
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",non-gli-interessa di-me,non-gli-interessa di-me,COMMENTO
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",grande importante,grande importante,SANCIRE LA REALTÀ
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?","una psicologa penserebbe che 
sono un ragazzo bravo 
","una psicologa penserebbe che 
sono un ragazzo bravo 
",SANCIRE LA REALTÀ
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?","la descrivo come 1-persona uguale 
come-tutte-le-altre
","la descrivo come 1-persona uguale 
come-tutte-le-altre
",COMMENTO
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",senz-conosc E-impossibile,senz-conosc E-impossibile,COMMENTO
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",si-lamenta,si-lamenta,SANCIRE LA REALTÀ
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",delinquente,delinquente,SANCIRE LA REALTÀ
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",pensano-che-sono buono,pensano-che-sono buono,GIUDIZIO
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?","secondo-me , nella condizione in-cui-mi-trovo , una-Femmina puo-pensare un-po-di-tutto su-di-me 
","secondo-me , nella condizione in-cui-mi-trovo , una-Femmina puo-pensare un-po-di-tutto su-di-me 
",OPINIONE
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?","una-Femmina , nella situazione in-cui-mi-trovo ha una diversa-opin-di-me
","una-Femmina , nella situazione in-cui-mi-trovo ha una diversa-opin-di-me
",SANCIRE LA REALTÀ
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",si-comporta-bene,si-comporta-bene,GIUDIZIO
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",E-un-bravo ragazzo,E-un-bravo ragazzo,SANCIRE LA REALTÀ
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",si-comporta-bene,si-comporta-bene,GIUDIZIO
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?","bravo e bravo e 
rispetta-le-regole","bravo e bravo e 
rispetta-le-regole",SANCIRE LA REALTÀ
"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",si-comporta-bene,si-comporta-bene,GIUDIZIO
