Domanda,Testo,Stralcio,Repertorio
Come descriverebbe una persona che “gode di salute”?,da un attento controllo sanitario e da un atteggiamento regolare nei rapporti con gli altri,,DESCRIZIONE
Come descriverebbe una persona che “gode di salute”?,da un attento controllo sanitario e da un atteggiamento regolare nei rapporti con gli altri,,SANCIRE LA REALTÀ
Come descriverebbe una persona che “gode di salute”?,tranquilla,,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,sa curarsi,,SANCIRE LA REALTÀ
Come descriverebbe una persona che “gode di salute”?,persona normale tranquilla rilassata,,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,non so,,NON RISPOSTA
Come descriverebbe una persona che “gode di salute”?,fortunata e tranquilla,,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,"non vive problematiche tali da rendere invalidanti gli atti di vita quotidiana
autonoma",,DESCRIZIONE
Come descriverebbe una persona che “gode di salute”?,"non vive problematiche tali da rendere invalidanti gli atti di vita quotidiana
autonoma",,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,che sia bene sia fisicamente,,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,no problemi fisici e che in armonia con se stesso,,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,dall'aspetto fisico,,DESCRIZIONE
Come descriverebbe una persona che “gode di salute”?,più tranquilla,,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,"persone piene di vita e non malate
fortunate in quanto non necessaria assistenza medica
pulite, sane, ben curate
",,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,"persone piene di vita e non malate
fortunate in quanto non necessaria assistenza medica
pulite, sane, ben curate
",,VALUTAZIONE
Come descriverebbe una persona che “gode di salute”?,"persone piene di vita e non malate
fortunate in quanto non necessaria assistenza medica
pulite, sane, ben curate
",,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,"fisicamente di buona presenza
pulito e curato
psicologicamente sano
mentalmente sano",,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,"pulita, curata nell'aspetto, in buona forma fisica e forma mentale",,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,una persona normalissima,,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,fortunata,,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,una persona secondo l'indicatore di salute esprime un punteggio per patologia zero,,DESCRIZIONE
Come descriverebbe una persona che “gode di salute”?,una persona si trova in una situazione di benessere fisico e benessere psichico,,SANCIRE LA REALTÀ
Come descriverebbe una persona che “gode di salute”?,"come salute morale: una persona rilassata
come salute fisica: l'aspetto fisico",,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,"come salute morale: una persona rilassata
come salute fisica: l'aspetto fisico",,GENERALIZZAZIONE
Come descriverebbe una persona che “gode di salute”?,beato lui,,COMMENTO
Come descriverebbe una persona che “gode di salute”?,fortunato,,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,normale,,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,una persona una buona salute fisica ma anche di una buona salute mentale,,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,una persona in salute gode di benessere fisico e benessere psichico,,SANCIRE LA REALTÀ
Come descriverebbe una persona che “gode di salute”?,fortunata. Sicuramente e un punto di partenza per l'equilibrio mentale. Penso che quando c'è la salute i problemi vengono affrontati meglio.,,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,fortunata. Sicuramente e un punto di partenza per l'equilibrio mentale. Penso che quando c'è la salute i problemi vengono affrontati meglio.,,SANCIRE LA REALTÀ
Come descriverebbe una persona che “gode di salute”?,fortunata. Sicuramente e un punto di partenza per l'equilibrio mentale. Penso che quando c'è la salute i problemi vengono affrontati meglio.,,OPINIONE
Come descriverebbe una persona che “gode di salute”?,fortunato dall'aspetto sano,,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,"uno che riesce a dormire di notte, che mangia con appetito, che ha voglia di vivere",,DESCRIZIONE
Come descriverebbe una persona che “gode di salute”?,"uno che riesce a dormire di notte, che mangia con appetito, che ha voglia di vivere",,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,quando non presenta comportamentali e/o fisici,,SANCIRE LA REALTÀ
Come descriverebbe una persona che “gode di salute”?,"dall'aspetto vitale
dal desiderio di relazioni",,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,"no patologie invalidanti
autonoma
ha un buon psichico",,SANCIRE LA REALTÀ
Come descriverebbe una persona che “gode di salute”?,"no patologie invalidanti
autonoma
ha un buon psichico",,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,da come si comporta,,GENERALIZZAZIONE
Come descriverebbe una persona che “gode di salute”?,"pacata, che frequenta i vari corsi e si adopera",,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,"pacata, che frequenta i vari corsi e si adopera",,DESCRIZIONE
Come descriverebbe una persona che “gode di salute”?,fortunata,,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,fortunata,,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,"agile, lucido, attivo, sociale, che sta bene tutti",,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,una persona del medico,,COMMENTO
Come descriverebbe una persona che “gode di salute”?,"dinamica, sana, non assume, partecipa a tutte le attività in comune, mangia regolarmente, ..., si confida con il personale di polizia penitenziaria e polizia civile eccetera",,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,"dinamica, sana, non assume, partecipa a tutte le attività in comune, mangia regolarmente, ..., si confida con il personale di polizia penitenziaria e polizia civile eccetera",,DESCRIZIONE
Come descriverebbe una persona che “gode di salute”?,una persona attiva,,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,di buona presenza,,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,"tranquillo, socievole, ben adattato al regime carcerario, e naturalmente con i parametri di valutazione obiettiva nella norma",,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,"tranquillo, socievole, ben adattato al regime carcerario, e naturalmente con i parametri di valutazione obiettiva nella norma",,SANCIRE LA REALTÀ
Come descriverebbe una persona che “gode di salute”?,una persona,,GENERALIZZAZIONE
Come descriverebbe una persona che “gode di salute”?,una persona presenta un buon equilibrio psichico,,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,una persona con un giusto grado di equilibrio psicofisico che riconosce i proprio errori anche se non accetta di stare in carcere ma sa di dover pagare per quegli errori,,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,una persona con un giusto grado di equilibrio psicofisico che riconosce i proprio errori anche se non accetta di stare in carcere ma sa di dover pagare per quegli errori,,CONTRAPPOSIZIONE
Come descriverebbe una persona che “gode di salute”?,una persona con un giusto grado di equilibrio psicofisico che riconosce i proprio errori anche se non accetta di stare in carcere ma sa di dover pagare per quegli errori,,SPECIFICAZIONE
Come descriverebbe una persona che “gode di salute”?,non posso descrivere una persona perché anche se l'aspetto esterno non fa rilevare fattori salutari interiormente può esserci una sofferenza profonda che non è rilevabile all'occhio umano,,NON RISPOSTA
Come descriverebbe una persona che “gode di salute”?,"una persona ride, dice barzellette, socializza con il personale",,DESCRIZIONE
Come descriverebbe una persona che “gode di salute”?,solare,,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,una persona ha un buon compenso psico-fisico,,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,"buon colorito, sguardo acceso, peso corporeo proporzionato all'altezza",,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,la persona che gode è meglio disposta alla relazione e all'integrazione,,IMPLICAZIONI
Come descriverebbe una persona che “gode di salute”?,sana,,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,una persona ha una buona qualità della vita da un punto di vista sia fisico che psichico,,SANCIRE LA REALTÀ
Come descriverebbe una persona che “gode di salute”?,fortunata e nello stesso tempo consapevole che altre persone stanno peggio di cotesto,,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,colui che sta bene con se stesso,,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,in ottimo stato,,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,"aperta al colloquio, allegra e disponibile",,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,persona che vive in piena armonia il proprio corpo e con l'ambiente circostante,,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,che non problemi psico fisici,,SANCIRE LA REALTÀ
Come descriverebbe una persona che “gode di salute”?,non richiede l'intervento del personale sanitario,,SANCIRE LA REALTÀ
Come descriverebbe una persona che “gode di salute”?,no gravi patologie,,SANCIRE LA REALTÀ
Come descriverebbe una persona che “gode di salute”?,un equilibrio omeostatico,,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,"quanto è felice, quando sta bene, quando ha un buon livello di autostima, quando crede nell'uomo, quando ha un credo",,SANCIRE LA REALTÀ
Come descriverebbe una persona che “gode di salute”?,sano sia fisic,,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,"persona sana con buona integrazione con gli altri
adeguata stima del se
equilibrio emotivo
capacità di saper adattarsi ai cambiamenti presenti nelle varie fasi del ciclo di vita",,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,una persona può effettuare attività agonistiche ed altro,,DESCRIZIONE
Come descriverebbe una persona che “gode di salute”?,un soggetto ha problemi con la famiglia e accetta la detenzione con serenità,,SANCIRE LA REALTÀ
Come descriverebbe una persona che “gode di salute”?,"gentile, meno scontrosa",,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,sana,,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,"allegra, vivace, socievole, ammaliatrice",,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,una persona,,GENERALIZZAZIONE
Come descriverebbe una persona che “gode di salute”?,come una persona ha un buon e che ha contattato con le proprie emozione ed è in grado di gestirle,,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,una persona sorride,,DESCRIZIONE
Come descriverebbe una persona che “gode di salute”?,"allegro, positivo, proiettato all'esterno",,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,"persona tranquilla, che non chiede per niente il medico",,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,"persona tranquilla, che non chiede per niente il medico",,SANCIRE LA REALTÀ
Come descriverebbe una persona che “gode di salute”?,"a livello psichico: non a disagio, non sofferente, con buone risorse di adattamento, in possesso di meccanismi di difesa maturi, soprattutto non aggressivi, capacità di controllare le tensioni e le pulsioni, soddisfacente integrazione nel gruppo",,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,dall'aspetto psicofisico,,SANCIRE LA REALTÀ
Come descriverebbe una persona che “gode di salute”?,tranquilla e lavora bene,,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,"tranquilla, serena, equilibrata, ben disposta verso gli altri",,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,"serena, equilibrata, tranquilla e disponibile al confronto e a interagire",,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,di sana costituzione e robusta costituzione,,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,buona salute,,GENERALIZZAZIONE
Come descriverebbe una persona che “gode di salute”?,sta bene e denaro,,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,sta bene e denaro,,SANCIRE LA REALTÀ
Come descriverebbe una persona che “gode di salute”?,si presenta con una buona costituzione,,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,persona normale,,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,"una persona di aspetto fisico dimostra di stare, sportiva, ben abbigliata e serena con il carattere buono",,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,"dal modo di socializzare con gli altri, dalla serenità interiore e che di riflesso dona agli altri, dall'aspetto fisico",,SANCIRE LA REALTÀ
Come descriverebbe una persona che “gode di salute”?,persona vivace predisposta all'attività fisica ed aspetto fisico,,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,una persona sia fisicamente,,GENERALIZZAZIONE
Come descriverebbe una persona che “gode di salute”?,"cura del proprio aspetto fisico
educato cerca di capire quello che gli viene detto",,SANCIRE LA REALTÀ
Come descriverebbe una persona che “gode di salute”?,"cura del proprio aspetto fisico
educato cerca di capire quello che gli viene detto",,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,la descrivo che è saggia e che vuole bene alla sua persona,,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,siccome non sono non posso giudicare se una persona gode di salute,,NON RISPOSTA
Come descriverebbe una persona che “gode di salute”?,una persona dal sorriso facile piena di energia prodiga ad aiutare il prossimo,,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,una persona prima psicologicamente ed anche fisicamente che relazioni con altre persone positivamente,,SANCIRE LA REALTÀ
Come descriverebbe una persona che “gode di salute”?,come una persona mentalmente stabile e non deformazioni fisiche,,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,"la vedo positivamente contenta, disponibile, altruista, volenterosa, eccetera",,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,dipende dai punti di vista ed il momento del contesto,,GENERALIZZAZIONE
Come descriverebbe una persona che “gode di salute”?,"una persona che vive positivamente, che si ama e ha fiducia in sé e nelle proprie potenzialità. Non posso dare agli altri se prima non do a me stesso in termini di sicurezza, emotività, forza interiore",,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,"una persona che vive positivamente, che si ama e ha fiducia in sé e nelle proprie potenzialità. Non posso dare agli altri se prima non do a me stesso in termini di sicurezza, emotività, forza interiore",,CONFERMA
Come descriverebbe una persona che “gode di salute”?,un po' dall'aspetto fisico,,DESCRIZIONE
Come descriverebbe una persona che “gode di salute”?,tranquilla con obiettivi,,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,"come la descrivere l'organizzazione mondiale della sanità per cui la salute un equilibrio biologico, equilibrio psicologico e quilibrio sociale (e di conseguenza nel pianeta i sani sono veramente pochi)",,CONSIDERAZIONE
Come descriverebbe una persona che “gode di salute”?,"come la descrivere l'organizzazione mondiale della sanità per cui la salute un equilibrio biologico, equilibrio psicologico e quilibrio sociale (e di conseguenza nel pianeta i sani sono veramente pochi)",,SPECIFICAZIONE
Come descriverebbe una persona che “gode di salute”?,"psicologicamente serena
fisicamente in forma
presente nel discorso
no patologie invalidanti",,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,integrato e rispettoso delle regole,,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,che può alzarsi ogni mattina dal proprio letto,,DESCRIZIONE
Come descriverebbe una persona che “gode di salute”?,mentalmente stabile e fisicamente perfetta,,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,fortunata,,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,che no problemi fisici e no problemi psichici,,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,fortunata,,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,"sorridente, agile, attiva, dinamica",,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,"no tossicodip
no mal di mente
aperta alle proposte di inserimento",,SANCIRE LA REALTÀ
Come descriverebbe una persona che “gode di salute”?,"no tossicodip
no mal di mente
aperta alle proposte di inserimento",,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,tranquilla e mentre parli con la stessa non percepisci alcun motivi per pensare che sta male,,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,tranquilla e mentre parli con la stessa non percepisci alcun motivi per pensare che sta male,,SANCIRE LA REALTÀ
Come descriverebbe una persona che “gode di salute”?,fisicamente e psicologicamente no disturbi o no difficoltà,,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,una persona in equilibrio,,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,"allegra, socievole, educata e vogliosa di lavorare e divertirsi",,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,buona qualità di vita,,SANCIRE LA REALTÀ
Come descriverebbe una persona che “gode di salute”?,"no patologie rilevanti
sufficiente livello di qualità di vita",,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,"una persona interagisce con gli altri
no conflittualità e mostra interesse verso gli altri e verso le opportunità",,DESCRIZIONE
Come descriverebbe una persona che “gode di salute”?,"una persona interagisce con gli altri
no conflittualità e mostra interesse verso gli altri e verso le opportunità",,SANCIRE LA REALTÀ
Come descriverebbe una persona che “gode di salute”?,"una persona interagisce con gli altri
no conflittualità e mostra interesse verso gli altri e verso le opportunità",,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,una persona in stato di benessere psicofisico,,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,una persona in grado di avere consapevolezza di sé delle proprie risorse di propri limiti per quanto ciò sia possibile e di attivarsi per una maggiore realizzazione personale di qualunque tipo siano gli obiettivi da raggiungere,,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,in armonia con sé stessa,,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,persona che mantiene un corretto e adeguato equilibrio psicofisico,,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,persona che no sintomi patologie e con una buona autostima,,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,una persona manifesta uno stato di benessere che psichico,,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,no problemi fisici; ma soprattutto chi non si crea eccessivi problemi mentali in caso di malattia. Chi comunque è in grado ancora di reagire,,SANCIRE LA REALTÀ
Come descriverebbe una persona che “gode di salute”?,che no carcere,,SANCIRE LA REALTÀ
Come descriverebbe una persona che “gode di salute”?,"serena, ben adattata, no malanni fisici troppo pesanti",,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,che dice di stare (percezione soggettiva),,GENERALIZZAZIONE
Come descriverebbe una persona che “gode di salute”?,presenza di benessere psicofisico in uno stato libertà,,SANCIRE LA REALTÀ
Come descriverebbe una persona che “gode di salute”?,è difficile descrivere perché la salute è un concetto molto vasto: ognuno ha la propria salute. credo che la descriverei come una persona in grado di vivere in armonia con sé stessa anche con le proprie parti malate,,COMMENTO
Come descriverebbe una persona che “gode di salute”?,è difficile descrivere perché la salute è un concetto molto vasto: ognuno ha la propria salute. credo che la descriverei come una persona in grado di vivere in armonia con sé stessa anche con le proprie parti malate,,OPINIONE
Come descriverebbe una persona che “gode di salute”?,"una persona padrona di sé, che si accetta totalmente, che sa fare i conti con tutti gli aspetti di sé, che no male fisica",,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,"no terapia farmacologica, che si accetta fisicamente e che riconosce in sé i limiti e i pregi",,SANCIRE LA REALTÀ
Come descriverebbe una persona che “gode di salute”?,"no terapia farmacologica, che si accetta fisicamente e che riconosce in sé i limiti e i pregi",,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,una persona raramente e solo in caso di necessità accede in infermeria,,DESCRIZIONE
Come descriverebbe una persona che “gode di salute”?,"ha un benessere fisico, benessere psichico ed è ben integrato",,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,"buon aspetto
volontà di interagire con altri
volontà di fare qualcosa di concreto, lavoro
individuare nel dialogo segni di progetti per il futuro",,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,"buon aspetto
volontà di interagire con altri
volontà di fare qualcosa di concreto, lavoro
individuare nel dialogo segni di progetti per il futuro",,SANCIRE LA REALTÀ
Come descriverebbe una persona che “gode di salute”?,fortunato,,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,fortunata,,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,persona con benessere psicofisico,,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,persona tranquilla,,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,"un soggetto assume psicofarmaci, ed è cosciente della propria situazione fisica e situazione mentale",,DESCRIZIONE
Come descriverebbe una persona che “gode di salute”?,"un soggetto assume psicofarmaci, ed è cosciente della propria situazione fisica e situazione mentale",,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,una persona consapevole di dover pagare la sua pena,,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,serena,,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,una persona che ha cura di sé stesso,,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,che è stato fatto nei suoi confronti molta prevenzione,,SANCIRE LA REALTÀ
Come descriverebbe una persona che “gode di salute”?,"una persona è dedita a trascorrere il proprio tempo con gli altri con piacere, cerca di dedicarsi maggiormente al lavoro se ne ha l'opportunità. Si rivolge raramente alle strutture sanitaria e collabora con le iniziative di istituto con fervore",,DESCRIZIONE
Come descriverebbe una persona che “gode di salute”?,"una persona ha una vita sentimentale e vita familiare serena, un lavoro che lo appaghi e che gli permetta di poter soddisfare quei bisogni di cui non può fare a meno per sé e per la propria famiglia",,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,una persona del servizio sanitario,,GENERALIZZAZIONE
Come descriverebbe una persona che “gode di salute”?,una persona,,GENERALIZZAZIONE
Come descriverebbe una persona che “gode di salute”?,una persona stabile dal punto di vista affettivo; sociale; economico e in possesso di una buona salute fisica,,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,obiettività fisica nella norma. Equilibrio psichico conservato,,SANCIRE LA REALTÀ
Come descriverebbe una persona che “gode di salute”?,una persona in armonia con sé stesso e con il mondo che lo circonda. Secondariamente l'no malattie psichiche,,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,"è in una rete relazionale soddisfacente. Ha delle previsioni positive per il suo futuro, in grado di tollerare gli stress",,SANCIRE LA REALTÀ
Come descriverebbe una persona che “gode di salute”?,"è in una rete relazionale soddisfacente. Ha delle previsioni positive per il suo futuro, in grado di tollerare gli stress",,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,no patologie fisiche gravi e da situazioni psichiche che condizionano la sua autonomia e libertà di pensiero,,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,"più adattabile alle esperienze del carcere, più remissivo, più paziente e più presente alle problematiche degli altri",,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,"in grado di far fronte al percorso di vita, superare difficoltà e essere consapevole e chiedere sostegno. Buone condizioni salute. in grado di progettarsi",,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,non credo esista in un istituto di pena uno stato psicofisico,,COMMENTO
Come descriverebbe una persona che “gode di salute”?,integrata sia fisicamente,,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,"buona integrazione delle dinamiche intrapsichiche (e integrato) e sufficientemente adatta a realtà esterna con adeguate relazioni interpersonali. Buona salute fisica che permette di incidere nella realtà attraverso varie attività (lavoro, sport, sesso)",,SANCIRE LA REALTÀ
Come descriverebbe una persona che “gode di salute”?,una persona che fisicamente e psicologicamente è sana,,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,"una persona, equilibrata, e con la voglia di vivere",,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,serena,,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,vedere definizione organizzazione mondiale sanità,,CONSIDERAZIONE
Come descriverebbe una persona che “gode di salute”?,interiormente ed esteriormente manifesta il suo stato morale,,SANCIRE LA REALTÀ
Come descriverebbe una persona che “gode di salute”?,una persona e comunque capace autonomamente di soddisfare le proprie esigenze e di non dover dipendere da alcuno e da farmaci,,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,che è vissuta in un ambiente sano,,SANCIRE LA REALTÀ
Come descriverebbe una persona che “gode di salute”?,una persona in un ambiente che esiste la coercizione fisica non esiste,,SANCIRE LA REALTÀ
Come descriverebbe una persona che “gode di salute”?,"stabilire rapporti
avere interessi
desiderio di conoscere cose nuove
discutere i problemi e riconoscere le proprie difficoltà e i propri limiti per facilitare i rapporti con gli altri",,SANCIRE LA REALTÀ
Come descriverebbe una persona che “gode di salute”?,che ha uno stato mentale equilibrato,,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,che ha un benessere psicofisico,,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,no patologie psicofisiche,,SANCIRE LA REALTÀ
Come descriverebbe una persona che “gode di salute”?,in buona salute,,GENERALIZZAZIONE
Come descriverebbe una persona che “gode di salute”?,"stare bene fisicamente e nella mente, una che non è detenuta",,SANCIRE LA REALTÀ
Come descriverebbe una persona che “gode di salute”?,no ansia. Presenza di un percorso di libertà,,SANCIRE LA REALTÀ
Come descriverebbe una persona che “gode di salute”?,la persona che è in grado di poter usufruire capire e attendere che tutti quei benefici che l'ordinamento penitenziario offre,,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,propositiva e collaborante,,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,una persona lamenta problematiche fisiche,,SANCIRE LA REALTÀ
Come descriverebbe una persona che “gode di salute”?,una persona con un adeguato equilibrio psicofisico,,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,una persona ha un buon psichico con un buon di autostima senso di solidarietà per gli altri,,GIUDIZIO
Come descriverebbe una persona che “gode di salute”?,no interventi sanitari,,SANCIRE LA REALTÀ
Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,Sfortunato,,GIUDIZIO
Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,Lo descriverebbe come un ombra di me stesso,,OPINIONE
Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,descrivo la persona lo stesso reato imputato che quando uno entra nel campo di droga o furto ci rimane fino alla fine,,PREVISIONE
Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,Descrivo una persona lo stesso reato imputato anche a me come persona preoccupata,,GIUDIZIO
Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,uguale,,GIUDIZIO
Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,so che è una persona,,GENERALIZZAZIONE
Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,male,,GIUDIZIO
Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,una persona oppure che non sa cosa fare per poter vivere come le altre più o meno,,GIUDIZIO
Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,che non ripeterà questo un'altra volta,,PREVISIONE
Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,che non ha la facoltà di affrontare la volontà del destino,,SANCIRE LA REALTÀ
Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,siamo tutti diversi,,NON RISPOSTA
Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,indescrivibile siamo tutti diversi,,NON RISPOSTA
Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,"nessuno è nato delinquente, ma si diventa per disgrazia
pazienza, essere utile ed amare il prossimo",,CONTRAPPOSIZIONE
Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,"nessuno è nato delinquente, ma si diventa per disgrazia
pazienza, essere utile ed amare il prossimo",,COMMENTO
Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,"io non posso giudicare gli altri ma posso solo giudicare me. io sono abbagliato perch‚ sono ancora cieco, non ho capito nulla dalla via e spero che dio mi aiuti verso la strada giusta",,COMMENTO
Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,lo descrivo come una persona sfortunata,,GIUDIZIO
Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,prima di ogni cosa chiedono alla persona perché lo ha fatto,,COMMENTO
Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,non so che scrivere,,NON RISPOSTA
Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,"come una persona completamente normale che conduceva una vita completamente normale ma succede la guerra, arriva la tragedia nel suo paese, difficoltà economiche. Seguendo il proprio destino la persona che non riesce ad integrarsi nel paese straniero e fa quello che fa",,GIUSTIFICAZIONE
Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,una persona alla quale dio gli indica la strada giusta,,SANCIRE LA REALTÀ
